Wiped at: 2017-12-16 04:21:21
person,Average Test Distance,average y test distance,average x test distance,average left eye y test distance,average left eye x test distance,average right eye y test distance,average right eye x test distance,average webGazer Distance,average y webGazer Distance,average x webGazer Distance,training time,training size,testing size
Session Time Stamp: 2017-12-16 04:22:25
Session Time Stamp: 2017-12-16 04:27:45
14,0.18170378495310674,0.1221013333509496,0.11246188976257408,0.1497692026858849,0.12016906284383543,0.1086931977563748,0.10592355337059652,0.298900515653958,0.19457916235286699,0.18583203165808235,61.88578009605408,3599,499
17,0.18930784186965774,0.12552402355430878,0.1214354710610586,0.15483544709087674,0.1282005948979235,0.1125094073175798,0.11593412496005656,0.252820357707972,0.1821635716902929,0.14109406273955713,49.93719410896301,2935,718
18,0.1513993331399542,0.09689834967139177,0.09814561759594653,0.12094729306409135,0.10936699479134404,0.09028963407035917,0.0881015639170073,0.2306402652393086,0.15238873076353532,0.13878574947678624,63.1918089389801,3621,134
19,0.169877804101442,0.11924811671761905,0.09922914157881785,0.14786691770286245,0.10796143370406593,0.10554142117171603,0.09259820778662449,0.25833070767290633,0.18146993612753687,0.14818316716540997,38.935829877853394,2261,681
20,0.1650971020916993,0.11122972462196938,0.10365800728193587,0.1419632671168074,0.11274558531715431,0.09737924473981062,0.09594560397607792,0.2626594483515366,0.1947247799414349,0.14085385081435858,41.82206892967224,2426,721
23,0.13705985066593415,0.058794873714860946,0.1173374364993328,0.08526281112184127,0.12606411692427677,0.07297705900337961,0.10861075607438882,0.26664233804840626,0.18218557431259091,0.1565564353100921,63.25582814216614,3737,72
25,0.14102783383877981,0.07155573634164673,0.11143584211198945,0.09956341928669385,0.12762276750540227,0.07796275030289378,0.09596158071820225,0.2566111088251282,0.1905011003428981,0.13201018142932472,52.92157316207886,3103,59
33,0.3291553125880984,0.275761105615886,0.1420252543851553,0.2844240777795353,0.1335477227300045,0.26788555947883474,0.15167769999994385,0.3193254378037978,0.18943942241123665,0.22372084395253972,9.341513872146606,525,248
34,0.17507516690774938,0.11996331197830538,0.10192961492187654,0.15678959231202802,0.1083238147225024,0.09523887145850393,0.09558454176617993,0.35276924530395265,0.24879477705794997,0.2137368996077171,60.11483407020569,3488,74
37,0.1418569219182014,0.09422008488844666,0.08903708433273197,0.1254236225935596,0.10677585244088227,0.081482518274613,0.07403049117851036,0.26539950612121205,0.177512633787284,0.1583127802618133,41.73077702522278,2468,438
38,0.18335612412701924,0.15303433500230312,0.05007063127413858,0.15482080727815628,0.03245168170542456,0.1601618155837059,0.0898156575858593,0.37110940114912294,0.2102949766483572,0.25365397750898,1.2576491832733154,37,8
41,0.157330241282368,0.10646501655334278,0.09228715976453661,0.13691558583420427,0.10044143720091704,0.0923399118542233,0.08547778192031033,0.22167368822307032,0.15167942818208577,0.132599635744084,49.799675941467285,2952,275
45,0.18331459283068358,0.12202680045395432,0.11429666811512387,0.15072266769213535,0.123589050556992,0.10933086460225097,0.10642761293892487,0.27120130738274867,0.18301394657730474,0.16481494689629694,50.85736298561096,3024,1118
48,0.32094948024334385,0.2448986853705719,0.16988209800911136,0.23124211584217846,0.15082031715428457,0.25855525489896536,0.19835345027968287,0.3534777800954537,0.25486706807329834,0.20602495738292215,2.1484429836273193,92,16
50,0.15375348388522417,0.10363015072059115,0.09151700249462084,0.13592498284783594,0.09886560817510459,0.08894838689237225,0.08572574013045856,0.28407619563635067,0.20078310074548647,0.16660910364198964,43.30796813964844,2490,393
51,0.15622086678521627,0.0970644706145062,0.1090140121855906,0.13815695674358203,0.12791914153578027,0.08100829446422202,0.09087176148646645,0.28579322509548116,0.1673177625159437,0.1996396930651769,51.53322076797485,2942,230
52,0.18036025699554187,0.12253705141068037,0.11002684594209963,0.14738729132139788,0.11836257079422856,0.11472813666997743,0.10425808612074304,0.3500731646529257,0.2538547870204119,0.19025223179445355,45.455540895462036,2548,450
54,0.22045830185347223,0.17350012401584536,0.10064124440520196,0.18945449198278166,0.10694888264023154,0.16908992876912035,0.09836790305221589,0.4238118387329004,0.26066121397175235,0.28056447595563133,22.114542961120605,1232,658
56,0.19125834244029175,0.12954972392310285,0.11905841544592274,0.15733286686396847,0.1277478447007727,0.11561009322758764,0.1122054764496473,0.30554892292691166,0.21470167007990607,0.1766956317823981,41.25741386413574,2364,1442
57,0.19270843034333912,0.12729672800607816,0.11912177584030281,0.15577608107022292,0.12863343259517063,0.12414315575733781,0.11265743335547007,0.30149602056030705,0.18340560085083937,0.19989459236462637,45.374287128448486,2602,370
62,0.18819876260989812,0.07618016099811277,0.16216149604720573,0.09285769395699556,0.19842534174147824,0.10216121849688617,0.12589765035293318,0.316119830340598,0.19505149608619057,0.21763352210888626,49.17515015602112,2813,90
63,0.18995359254116156,0.126906715948538,0.11748487309953308,0.1551283877452938,0.13440224120354896,0.12470249711594537,0.11176507333091892,0.3751816996319412,0.24233652604922692,0.23750821412838868,26.68975019454956,1489,1020
64,0.1559949294243385,0.10279894191771746,0.10904317474341951,0.14716074969619514,0.12044523254735395,0.07833421509712934,0.09764111693948507,0.19735226583953455,0.1265792322829366,0.12110932100292607,48.11960506439209,2758,45
Session Time Stamp: 2017-12-16 07:04:54
1,0.3927643234612378,0.3339357424036799,0.1935788249829784,0.34408897354400586,0.17586205859801599,0.3281954107556625,0.2113583398251129,0.22735327452113996,0.16643288037793294,0.1328180559559741,39.593344926834106,4740,117
12,0.4553941162012336,0.3635393823354448,0.24310795937626795,0.3619312852602072,0.23353670583325153,0.36521791206786824,0.2539196977349074,0.26183349534175016,0.17042594787487306,0.1629009804710569,24.6166729927063,2844,398
13,0.3893893837226404,0.32717470425230105,0.18286141585466745,0.33744135111766427,0.16991141445530383,0.3169080573869379,0.19757080489867612,0.23333297803068065,0.1688549516242194,0.13728449038534202,27.231878995895386,2941,156
14,0.24506520980902477,0.18594787783372485,0.11902852775435144,0.14378910328471853,0.11992789503053627,0.3536732318893736,0.2345280859806207,0.298900515653958,0.19457916235286699,0.18583203165808235,32.0827100276947,3599,499
17,0.46507565390492617,0.3759339549879575,0.24304334809817243,0.380902684280607,0.23215633858579965,0.37168460680967136,0.2547681834241323,0.252820357707972,0.1821635716902929,0.14109406273955713,25.387161016464233,2935,718
18,0.40072782468255386,0.3268147264898289,0.2079045003210922,0.3316505814436823,0.19581754829050624,0.32210320292506367,0.2216777420253493,0.2306402652393086,0.15238873076353532,0.13878574947678624,30.741844177246094,3621,134
19,0.4523128961434544,0.3693953330792925,0.23426584197988953,0.3752930877456332,0.22206215357188794,0.36351921706296064,0.24686370176838382,0.25833070767290633,0.18146993612753687,0.14818316716540997,19.707432985305786,2261,681
20,0.4334102594445469,0.35701288690712923,0.218700360861193,0.3649879805614344,0.20464165857863717,0.34934787936508654,0.23387002824003705,0.2626594483515366,0.1947247799414349,0.14085385081435858,21.23940110206604,2426,721
23,0.36773417291248867,0.3390353006931643,0.12825092244505262,0.3767872476536367,0.11167300819781506,0.3012833537326919,0.14761657536857659,0.26664233804840626,0.18218557431259091,0.1565564353100921,31.924901008605957,3737,72
25,0.346282959747109,0.31162179660584244,0.13251357939069358,0.331959496651377,0.11483000566866915,0.2912840965603079,0.15731211498911893,0.2566111088251282,0.1905011003428981,0.13201018142932472,26.620672941207886,3103,59
33,0.4723145226535614,0.38932858363935546,0.24225745288910525,0.3970679484848534,0.22831603379229143,0.3815892187938575,0.2566341437068918,0.3193254378037978,0.18943942241123665,0.22372084395253972,5.148349046707153,525,248
34,0.15179965988670838,0.10542138052793841,0.08937243422001807,0.13300868925741977,0.09408217913005501,0.08838482821981113,0.08483554443551435,0.35276924530395265,0.24879477705794997,0.2137368996077171,31.27604079246521,3488,74
37,0.20432368572772674,0.1624386035449182,0.08778795842415464,0.1225182279875433,0.09288205651682802,0.3360577852344485,0.21258546622401034,0.26539950612121205,0.177512633787284,0.1583127802618133,21.391074895858765,2468,438
38,0.2780504386369917,0.2710956917726435,0.05935415239946451,0.27267169731203467,0.0321205438231118,0.2695196862332523,0.09426589123904705,0.37110940114912294,0.2102949766483572,0.25365397750898,1.0903849601745605,37,8
41,0.4385135814026067,0.35886026896289824,0.2218377236619263,0.36248685305883344,0.20963736479718456,0.35523368486696305,0.23472637765328674,0.22167368822307032,0.15167942818208577,0.132599635744084,25.631773948669434,2952,275
45,0.45800674729535645,0.36906958571358806,0.24128448680774375,0.37309336871672555,0.23030992469661568,0.3651021481918761,0.2528811268032723,0.27120130738274867,0.18301394657730474,0.16481494689629694,26.758466958999634,3024,1118
48,0.3469599246307916,0.2655800738139078,0.18951377060147934,0.2518465757602826,0.16356159938732162,0.27931357186753303,0.21846352831926197,0.3534777800954537,0.25486706807329834,0.20602495738292215,1.5087850093841553,92,16
50,0.4292304649318268,0.34800005529779104,0.21967659664295178,0.34890924292445485,0.20691187957620097,0.34709086767112723,0.23320439655561837,0.28407619563635067,0.20078310074548647,0.16660910364198964,21.422420978546143,2490,393
51,0.18477584107292166,0.15201984034086177,0.06273016473278403,0.13128949716753727,0.09369882136317235,0.31083728546010597,0.1729354176537267,0.28579322509548116,0.1673177625159437,0.1996396930651769,25.269994020462036,2942,230
52,0.28211343540868944,0.21213728089683823,0.14668518886979395,0.1473779717094398,0.1204046563252632,0.3855268728886066,0.2594151398973606,0.3500731646529257,0.2538547870204119,0.19025223179445355,22.22663688659668,2548,450
54,0.4748524125518917,0.3861502438823397,0.25102030215948173,0.3881091440420189,0.23852458827711484,0.3843100201111378,0.2638961378053376,0.4238118387329004,0.26066121397175235,0.28056447595563133,10.846174955368042,1232,658
56,0.4823612434653458,0.3881797352624643,0.25705099995288444,0.39084410024289457,0.24716336259977348,0.38562229137557247,0.26767220778209677,0.30554892292691166,0.21470167007990607,0.1766956317823981,20.64922595024109,2364,1442
57,0.19287209874362346,0.12764505989869815,0.12203555264568422,0.1577286531075673,0.13647898316823714,0.11801042721566299,0.11165838524618227,0.30149602056030705,0.18340560085083937,0.19989459236462637,22.624556064605713,2602,370
62,0.17424754860723973,0.0837071351071989,0.14272430395464075,0.09531613968482072,0.16524678384567695,0.10236543078314174,0.12020182406360452,0.316119830340598,0.19505149608619057,0.21763352210888626,25.62856888771057,2813,90
63,0.18928530203302943,0.12719780602584058,0.1166537747964516,0.1530512399113495,0.12451142398044687,0.11819445327342319,0.11091071730717929,0.3751816996319412,0.24233652604922692,0.23750821412838868,13.80220890045166,1489,1020
64,0.22871971850211997,0.18337880792096256,0.0800189194676932,0.36936493832618,0.15433646299643441,0.0776685131713748,0.10020831543952227,0.19735226583953455,0.1265792322829366,0.12110932100292607,24.853172063827515,2758,45
Session Time Stamp: 2017-12-16 07:28:59
1,0.21589026009966264,0.10538653672223777,0.15874323011043348,0.148913580059473,0.16315470755632436,0.1360525907699152,0.1556251527009798,0.22735327452113996,0.16643288037793294,0.1328180559559741,39.94531011581421,4740,117
12,0.19013415744277185,0.12422378888182646,0.12275694422328806,0.14934839339622732,0.1343892289121274,0.1182091488902058,0.11386623986930187,0.26183349534175016,0.17042594787487306,0.1629009804710569,24.21348786354065,2844,398
13,0.1418694421638744,0.09880067758556259,0.0877787620916742,0.13397029115769424,0.09850889819024719,0.0861750633308762,0.07819011748621338,0.23333297803068065,0.1688549516242194,0.13728449038534202,26.24014902114868,2941,156
14,0.18015289539153992,0.12054291475496645,0.11219146798060636,0.1460224223893977,0.1158500815926668,0.10882749723555941,0.11018579535612522,0.298900515653958,0.19457916235286699,0.18583203165808235,31.116838932037354,3599,499
17,0.18984928978524235,0.1251361785166154,0.12120164785775477,0.15231395061546413,0.12766549620859774,0.11392726594833343,0.11604677271581872,0.252820357707972,0.1821635716902929,0.14109406273955713,25.102946043014526,2935,718
18,0.15597448355329005,0.10174437469686382,0.09976877314511512,0.1240438828826882,0.10900367840440595,0.09315871761646122,0.09139145159861073,0.2306402652393086,0.15238873076353532,0.13878574947678624,31.204010009765625,3621,134
